date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:47:38	2865/2865	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Mar%202018%2009:03:54%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/assets/img/talha.jpg	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/assets/img/talha.jpg	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:39	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Aug%202022%2010:47:37%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/profile.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/profile.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:39	19934/19934	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202018%2012:44:48%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/assets/img/profile.jpg	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/assets/img/profile.jpg	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:39	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Aug%202022%2010:47:38%20GMT	https://demo.themekita.com/atlantis/livepreview/examples/demo1/profile.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/profile.c.delayed	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:40	51068/51068	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/components/avatars.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/components/avatars.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:41	55439/55439	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/components/buttons.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/components/buttons.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:43	66381/66381	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/components/panels.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/components/panels.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:43	55735/55735	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/components/gridsystem.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/components/gridsystem.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:44	51414/51414	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/components/notifications.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/components/notifications.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:44	55443/55443	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/components/sweetalert.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/components/sweetalert.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:44	50297/50297	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/components/lists.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/components/lists.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:45	53025/53025	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/components/owl-carousel.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/components/owl-carousel.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:45	50887/50887	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/components/magnific-popup.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/components/magnific-popup.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:46	51479/51479	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/components/simple-line-icons.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/components/simple-line-icons.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:46	73559/73559	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/components/font-awesome-icons.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/components/font-awesome-icons.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:46	51902/51902	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/components/typography.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/components/typography.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:47	52482/52482	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/components/flaticons.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/components/flaticons.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:48	72813/72813	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/sidebar-style-1.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/sidebar-style-1.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:49	72134/72134	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/compact-sidebar.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/compact-sidebar.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:49	73283/73283	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/overlay-sidebar.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/overlay-sidebar.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:49	73779/73779	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/static-sidebar.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/static-sidebar.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:50	73274/73274	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/icon-menu.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/icon-menu.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:50	92978/92978	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/forms/forms.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/forms/forms.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:51	58596/58596	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/forms/formvalidation.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/forms/formvalidation.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:52	48352/48352	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/forms/formupload.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/forms/formupload.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:52	53378/53378	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/forms/formwizard.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/forms/formwizard.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:52	75054/75054	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/forms/formwidget.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/forms/formwidget.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:52	48085/48085	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/forms/formwysiwyg.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/forms/formwysiwyg.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:53	60018/60018	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:48%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/tables/tables.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/tables/tables.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:53	88411/88411	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/tables/datatables.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/tables/datatables.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:54	47349/47349	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/maps/fullscreenmaps.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/maps/fullscreenmaps.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:54	52989/52989	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/maps/googlemaps.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/maps/googlemaps.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:54	48442/48442	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/maps/jqvmap.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/maps/jqvmap.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:55	63312/63312	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/charts/charts.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/charts/charts.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:56	50614/50614	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/charts/sparkline.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/charts/sparkline.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:56	51179/51179	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/calendar.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/calendar.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:58	91726/91726	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/widgets.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/widgets.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:58	58838/58838	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/email-inbox.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/email-inbox.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:59	52573/52573	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/email-compose.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/email-compose.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:59	54325/54325	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/email-detail.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/email-detail.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:47:59	62428/62428	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Jul%202019%2014:09:18%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/conversations.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/conversations.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:00	58465/58465	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/projects.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/projects.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:00	69948/69948	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/messages.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/messages.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:01	58624/58624	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Jul%202019%2014:09:18%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/boards.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/boards.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:05	54063/54063	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/invoice.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/invoice.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:06	60706/60706	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:32:48%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/faqs.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/faqs.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:09	53976/53976	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2003:31:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/pricing.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/pricing.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:10	4424/4424	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202019%2004:58:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/login.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/login.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:10	4459/4459	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202019%2004:58:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/login2.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/login2.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:10	5028/5028	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202019%2004:58:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/login3.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/login3.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:11	52837/52837	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Jul%202019%2005:30:20%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/userprofile.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/userprofile.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:11	1562/1562	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202019%2004:54:58%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/404.html	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/404.html	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:11	430/430	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Aug%202005%2007:39:00%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/assets/img/flags/id.png	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/assets/img/flags/id.png	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:12	609/609	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Aug%202005%2007:38:00%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/assets/img/flags/us.png	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/assets/img/flags/us.png	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:12	673/673	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Aug%202005%2007:40:00%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/assets/img/flags/au.png	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/assets/img/flags/au.png	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:12	420/420	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Aug%202005%2007:38:00%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/assets/img/flags/ru.png	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/assets/img/flags/ru.png	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:12	472/472	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Aug%202005%2007:40:00%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/assets/img/flags/cn.png	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/assets/img/flags/cn.png	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:13	593/593	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Aug%202005%2007:40:00%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/assets/img/flags/br.png	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/assets/img/flags/br.png	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:13	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Aug%202022%2010:48:12%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/single-group.php	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/single-group.php	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:14	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Aug%202022%2010:48:12%20GMT	https://demo.themekita.com/atlantis/livepreview/examples/demo1/single-group.php	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/single-group.44.delayed	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:14	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Aug%202022%2010:48:13%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/demo1/single-event.php	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/single-event.php	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:14	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Aug%202022%2010:48:13%20GMT	https://demo.themekita.com/atlantis/livepreview/examples/demo1/single-event.php	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/demo1/single-event.php	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:15	19152/19152	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2012%20Mar%202018%2005:38:12%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/assets/js/core/popper.min.js	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/assets/js/core/popper.min.js	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:16	86659/86659	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2025%20Mar%202018%2009:18:30%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/assets/js/core/jquery.3.2.1.min.js	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/assets/js/core/jquery.3.2.1.min.js	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:16	1314/1314	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2011%20May%202018%2001:59:54%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/assets/js/plugin/jquery-ui-touch-punch/jquery.ui.touch-punch.min.js	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/assets/js/plugin/jquery-ui-touch-punch/jquery.ui.touch-punch.min.js	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:17	48944/48944	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2027%20Feb%202018%2012:44:48%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/assets/js/core/bootstrap.min.js	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/assets/js/core/bootstrap.min.js	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:17	12248/12248	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2027%20Feb%202018%2012:44:48%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/assets/js/plugin/jquery-scrollbar/jquery.scrollbar.min.js	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/assets/js/plugin/jquery-scrollbar/jquery.scrollbar.min.js	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
03:48:18	95115/95115	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2011%20May%202018%2001:59:46%20GMT	http://demo.themekita.com/atlantis/livepreview/examples/assets/js/plugin/jquery-ui-1.12.1.custom/jquery-ui.min.js	D:/spa-theme/demo.themekita.com/atlantis/livepreview/examples/assets/js/plugin/jquery-ui-1.12.1.custom/jquery-ui.min.js	(from http://demo.themekita.com/atlantis/livepreview/examples/demo1/)
